photo_unit,necrosis_prop,slough_prop,granulation_prop
42,0.1810302734375,0.6402587890625,0.1787109375
43,0.37066650390625,0.2620849609375,0.36724853515625
44,0.47076416015625,0.44647216796875,0.082763671875
45,0.42108154296875,0.3468017578125,0.23211669921875
46,0.478759765625,0.31683349609375,0.20440673828125
47,0.2601318359375,0.63885498046875,0.10101318359375
48,0.360107421875,0.30706787109375,0.33282470703125
49,0.107421875,0.49578857421875,0.39678955078125
50,0.2484130859375,0.52392578125,0.2276611328125
51,0.32965087890625,0.58367919921875,0.086669921875
52,0.44781494140625,0.158447265625,0.39373779296875
53,0.4072265625,0.4796142578125,0.1131591796875
54,0.27001953125,0.3359375,0.39404296875
55,0.24676513671875,0.476318359375,0.27691650390625
56,0.16876220703125,0.40093994140625,0.4302978515625
57,0.1571044921875,0.6805419921875,0.162353515625
58,0.18304443359375,0.71527099609375,0.1016845703125
59,0.335205078125,0.23651123046875,0.42828369140625
60,0.22052001953125,0.4576416015625,0.32183837890625
61,0.1834716796875,0.5714111328125,0.2451171875
62,0.3355712890625,0.45306396484375,0.21136474609375
63,0.5377197265625,0.36773681640625,0.09454345703125
64,0.2999267578125,0.0848388671875,0.615234375
65,0.33123779296875,0.4298095703125,0.23895263671875
66,0.0452880859375,0.436279296875,0.5184326171875
67,0.2322998046875,0.513427734375,0.2542724609375
68,0.12786865234375,0.38958740234375,0.4825439453125
69,0.39599609375,0.1849365234375,0.4190673828125
70,0.45928955078125,0.3148193359375,0.22589111328125
71,0.26605224609375,0.48394775390625,0.25
72,0.3389892578125,0.17864990234375,0.48236083984375
73,0.21612548828125,0.481689453125,0.30218505859375
74,0.03619384765625,0.58294677734375,0.380859375
75,0.3046875,0.576171875,0.119140625
76,0.3077392578125,0.3572998046875,0.3349609375
77,0.25238037109375,0.33807373046875,0.4095458984375
78,0.09014892578125,0.4613037109375,0.44854736328125
79,0.5396728515625,0.3443603515625,0.115966796875
80,0.56573486328125,0.33349609375,0.10076904296875
81,0.3463134765625,0.46099853515625,0.19268798828125
82,0.33721923828125,0.3284912109375,0.33428955078125
83,0.305419921875,0.2767333984375,0.4178466796875
84,0.2373046875,0.50738525390625,0.25531005859375
85,0.3328857421875,0.4166259765625,0.25048828125
86,0.3109130859375,0.4013671875,0.2877197265625
87,0.217529296875,0.40093994140625,0.38153076171875
88,0.243896484375,0.26654052734375,0.48956298828125
89,0.48016357421875,0.1832275390625,0.33660888671875
90,0.4345703125,0.1011962890625,0.4642333984375
91,0.41180419921875,0.4796142578125,0.10858154296875
92,0.41925048828125,0.24468994140625,0.3360595703125
93,0.3660888671875,0.44488525390625,0.18902587890625
94,0.46429443359375,0.30010986328125,0.235595703125
95,0.388427734375,0.2650146484375,0.3465576171875
96,0.1993408203125,0.36572265625,0.4349365234375
97,0.196044921875,0.49932861328125,0.30462646484375
98,0.138671875,0.18438720703125,0.67694091796875
99,0.572021484375,0.01336669921875,0.41461181640625
100,0.12518310546875,0.4669189453125,0.40789794921875
102,0.17462158203125,0.326904296875,0.49847412109375
103,0.50567626953125,0.33404541015625,0.1602783203125
104,0.57733154296875,0.1429443359375,0.27972412109375
105,0.36248779296875,0.358154296875,0.27935791015625
106,0.53326416015625,0.32403564453125,0.1427001953125
107,0.5802001953125,0.16107177734375,0.25872802734375
108,0.305419921875,0.60174560546875,0.09283447265625
109,0.279296875,0.28680419921875,0.43389892578125
110,0.50860595703125,0.22393798828125,0.2674560546875
111,0.356689453125,0.31805419921875,0.32525634765625
112,0.4461669921875,0.38494873046875,0.16888427734375
113,0.30072021484375,0.41937255859375,0.2799072265625
114,0.2266845703125,0.51220703125,0.2611083984375
115,0.3101806640625,0.335205078125,0.3546142578125
116,0.50164794921875,0.201171875,0.29718017578125
117,0.2581787109375,0.37933349609375,0.36248779296875
118,0.44134521484375,0.39141845703125,0.167236328125
119,0.27313232421875,0.31719970703125,0.40966796875
120,0.1328125,0.16998291015625,0.69720458984375
121,0.14227294921875,0.49029541015625,0.367431640625
122,0.27447509765625,0.501953125,0.22357177734375
123,0.27978515625,0.34747314453125,0.37274169921875
124,0.458251953125,0.42071533203125,0.12103271484375
125,0.4744873046875,0.40924072265625,0.11627197265625
126,0.3521728515625,0.28631591796875,0.36151123046875
127,0.38653564453125,0.3795166015625,0.23394775390625
128,0.66241455078125,0.3109130859375,0.02667236328125
129,0.51336669921875,0.29608154296875,0.1905517578125
130,0.31365966796875,0.408203125,0.27813720703125
131,0.4949951171875,0.447998046875,0.0570068359375
132,0.29931640625,0.39727783203125,0.30340576171875
133,0.3760986328125,0.34112548828125,0.28277587890625
134,0.4913330078125,0.34619140625,0.1624755859375
135,0.34393310546875,0.37347412109375,0.2825927734375
136,0.32861328125,0.39996337890625,0.27142333984375
137,0.44073486328125,0.49761962890625,0.0616455078125
138,0.55694580078125,0.30059814453125,0.1424560546875
139,0.55511474609375,0.36456298828125,0.080322265625
140,0.11566162109375,0.50830078125,0.37603759765625
141,0.2196044921875,0.5948486328125,0.185546875
142,0.42401123046875,0.554931640625,0.02105712890625
143,0.2752685546875,0.54376220703125,0.18096923828125
144,0.47369384765625,0.3243408203125,0.20196533203125
145,0.284423828125,0.39630126953125,0.31927490234375
146,0.287109375,0.41241455078125,0.30047607421875
147,0.32501220703125,0.474365234375,0.20062255859375
148,0.28515625,0.37261962890625,0.34222412109375
149,0.3170166015625,0.3465576171875,0.33642578125
150,0.36785888671875,0.4229736328125,0.20916748046875
151,0.3184814453125,0.5030517578125,0.178466796875
152,0.4083251953125,0.32171630859375,0.26995849609375
153,0.48150634765625,0.29339599609375,0.22509765625
154,0.31317138671875,0.38037109375,0.30645751953125
155,0.10015869140625,0.682373046875,0.21746826171875
156,0.429443359375,0.40606689453125,0.16448974609375
157,0.505615234375,0.20233154296875,0.29205322265625
158,0.17755126953125,0.472412109375,0.35003662109375
159,0.1431884765625,0.543212890625,0.3135986328125
160,0.21966552734375,0.43084716796875,0.3494873046875
161,0.21923828125,0.5341796875,0.24658203125
162,0.16094970703125,0.34722900390625,0.4918212890625
163,0.286865234375,0.293212890625,0.419921875
164,0.514892578125,0.39666748046875,0.08843994140625
165,0.358642578125,0.33563232421875,0.30572509765625
166,0.23907470703125,0.58056640625,0.18035888671875
167,0.2308349609375,0.37225341796875,0.39691162109375
168,0.48583984375,0.3792724609375,0.1348876953125
169,0.20166015625,0.39300537109375,0.40533447265625
170,0.2213134765625,0.56982421875,0.2088623046875
171,0.1239013671875,0.49188232421875,0.38421630859375
172,0.46282958984375,0.38970947265625,0.1474609375
173,0.25616455078125,0.389892578125,0.35394287109375
174,0.42803955078125,0.3900146484375,0.18194580078125
175,0.31683349609375,0.120849609375,0.56231689453125
176,0.20611572265625,0.2860107421875,0.50787353515625
177,0.40069580078125,0.28033447265625,0.3189697265625
178,0.05926513671875,0.27117919921875,0.6695556640625
179,0.25421142578125,0.4581298828125,0.28765869140625
180,0.36309814453125,0.40655517578125,0.2303466796875
181,0.32208251953125,0.4359130859375,0.24200439453125
182,0.02783203125,0.391357421875,0.580810546875
183,0.36334228515625,0.50390625,0.13275146484375
184,0.23907470703125,0.45477294921875,0.30615234375
185,0.22198486328125,0.5081787109375,0.26983642578125
186,0.57232666015625,0.24395751953125,0.1837158203125
187,0.56854248046875,0.25323486328125,0.17822265625
188,0.2469482421875,0.45135498046875,0.30169677734375
189,0.33392333984375,0.34710693359375,0.3189697265625
190,0.2523193359375,0.217529296875,0.5301513671875
191,0.45220947265625,0.2813720703125,0.26641845703125
192,0.65606689453125,0.31536865234375,0.028564453125
193,0.19500732421875,0.44927978515625,0.355712890625
194,0.48065185546875,0.29156494140625,0.227783203125
195,0.42657470703125,0.323486328125,0.24993896484375
196,0.297607421875,0.41497802734375,0.28741455078125
197,0.35272216796875,0.16485595703125,0.482421875
198,0.29461669921875,0.427490234375,0.27789306640625
199,0.5423583984375,0.29510498046875,0.16253662109375
200,0.21392822265625,0.32525634765625,0.4608154296875
201,0.46807861328125,0.3150634765625,0.21685791015625
202,0.4638671875,0.4544677734375,0.0816650390625
203,0.2244873046875,0.46282958984375,0.31268310546875
204,0.23443603515625,0.37225341796875,0.393310546875
205,0.3319091796875,0.45672607421875,0.21136474609375
206,0.39697265625,0.37493896484375,0.22808837890625
207,0.13677978515625,0.8399658203125,0.02325439453125
208,0.0775146484375,0.42974853515625,0.49273681640625
209,0.29620361328125,0.46295166015625,0.2408447265625
210,0.37762451171875,0.24127197265625,0.381103515625
211,0.177490234375,0.45489501953125,0.36761474609375
212,0.25946044921875,0.400634765625,0.33990478515625
213,0.4349365234375,0.32537841796875,0.23968505859375
214,0.46441650390625,0.41668701171875,0.118896484375
215,0.1068115234375,0.62921142578125,0.26397705078125
216,0.273193359375,0.47015380859375,0.25665283203125
217,0.62152099609375,0.3431396484375,0.03533935546875
218,0.30792236328125,0.474365234375,0.21771240234375
219,0.37060546875,0.38140869140625,0.24798583984375
220,0.17559814453125,0.46966552734375,0.354736328125
221,0.36114501953125,0.31097412109375,0.327880859375
222,0.23040771484375,0.53521728515625,0.234375
223,0.11151123046875,0.50408935546875,0.3843994140625
224,0.3985595703125,0.2918701171875,0.3095703125
225,0.2645263671875,0.272216796875,0.4632568359375
226,0.0274658203125,0.3203125,0.6522216796875
227,0.548095703125,0.33746337890625,0.11444091796875
228,0.6519775390625,0.23345947265625,0.11456298828125
229,0.13775634765625,0.427490234375,0.43475341796875
231,0.360595703125,0.3265380859375,0.3128662109375
232,0.36016845703125,0.47467041015625,0.1651611328125
233,0.24029541015625,0.4757080078125,0.28399658203125
234,0.265869140625,0.4671630859375,0.2669677734375
235,0.4423828125,0.4964599609375,0.0611572265625
236,0.38336181640625,0.2908935546875,0.32574462890625
237,0.3004150390625,0.4256591796875,0.27392578125
238,0.33721923828125,0.38226318359375,0.280517578125
239,0.34075927734375,0.60809326171875,0.0511474609375
240,0.151123046875,0.3594970703125,0.4893798828125
241,0.77630615234375,0.07305908203125,0.150634765625
242,0.25787353515625,0.52178955078125,0.2203369140625
243,0.28399658203125,0.4354248046875,0.28057861328125
244,0.26226806640625,0.368896484375,0.36883544921875
245,0.23992919921875,0.41070556640625,0.349365234375
246,0.30792236328125,0.4774169921875,0.21466064453125
247,0.14471435546875,0.55560302734375,0.2996826171875
248,0.30413818359375,0.2210693359375,0.47479248046875
249,0.3248291015625,0.37774658203125,0.29742431640625
250,0.033447265625,0.5311279296875,0.4354248046875
251,0.383056640625,0.46759033203125,0.14935302734375
252,0.120849609375,0.35577392578125,0.52337646484375
253,0.154052734375,0.3154296875,0.530517578125
254,0.1312255859375,0.42584228515625,0.44293212890625
255,0.3397216796875,0.44720458984375,0.21307373046875
256,0.344970703125,0.315673828125,0.33935546875
257,0.51483154296875,0.3389892578125,0.14617919921875
258,0.43017578125,0.33660888671875,0.23321533203125
259,0.05157470703125,0.54150390625,0.40692138671875
260,0.391845703125,0.3507080078125,0.2574462890625
261,0.45501708984375,0.40228271484375,0.1427001953125
262,0.43878173828125,0.39056396484375,0.170654296875
263,0.19512939453125,0.41015625,0.39471435546875
264,0.2003173828125,0.50054931640625,0.29913330078125
265,0.607177734375,0.1776123046875,0.2152099609375
266,0.1304931640625,0.15814208984375,0.71136474609375
267,0.08367919921875,0.65740966796875,0.2589111328125
268,0.09478759765625,0.26190185546875,0.643310546875
269,0.21099853515625,0.37835693359375,0.41064453125
270,0.2720947265625,0.1251220703125,0.602783203125
271,0.30072021484375,0.2249755859375,0.47430419921875
272,0.460205078125,0.31805419921875,0.22174072265625
273,0.591796875,0.24456787109375,0.16363525390625
274,0.214111328125,0.494384765625,0.29150390625
275,0.18731689453125,0.52349853515625,0.2891845703125
276,0.3704833984375,0.577392578125,0.0521240234375
277,0.1644287109375,0.63238525390625,0.20318603515625
278,0.3846435546875,0.512939453125,0.1024169921875
279,0.4024658203125,0.44244384765625,0.15509033203125
280,0.31707763671875,0.36968994140625,0.313232421875
281,0.27435302734375,0.49261474609375,0.2330322265625
282,0.384033203125,0.31805419921875,0.29791259765625
283,0.41607666015625,0.3472900390625,0.23663330078125
284,0.42279052734375,0.17340087890625,0.40380859375
285,0.2767333984375,0.39337158203125,0.32989501953125
286,0.3406982421875,0.4150390625,0.2442626953125
287,0.2738037109375,0.36175537109375,0.36444091796875
288,0.31610107421875,0.56475830078125,0.119140625
289,0.453369140625,0.15789794921875,0.38873291015625
290,0.4302978515625,0.41387939453125,0.15582275390625
291,0.34210205078125,0.43353271484375,0.224365234375
292,0.41217041015625,0.448486328125,0.13934326171875
293,0.423828125,0.13018798828125,0.44598388671875
294,0.4644775390625,0.22125244140625,0.31427001953125
295,0.3668212890625,0.40008544921875,0.23309326171875
296,0.3907470703125,0.4185791015625,0.190673828125
297,0.74658203125,0.08465576171875,0.16876220703125
298,0.1231689453125,0.3873291015625,0.489501953125
299,0.44305419921875,0.1827392578125,0.37420654296875
300,0.49700927734375,0.18280029296875,0.3201904296875
301,0.23345947265625,0.4007568359375,0.36578369140625
302,0.4234619140625,0.3697509765625,0.206787109375
303,0.465087890625,0.3079833984375,0.2269287109375
304,0.25897216796875,0.36260986328125,0.37841796875
305,0.24432373046875,0.43878173828125,0.31689453125
306,0.11627197265625,0.145263671875,0.73846435546875
307,0.35870361328125,0.30535888671875,0.3359375
308,0.34564208984375,0.46435546875,0.19000244140625
309,0.1417236328125,0.4151611328125,0.443115234375
310,0.55401611328125,0.3289794921875,0.11700439453125
311,0.3922119140625,0.27392578125,0.3338623046875
312,0.58856201171875,0.30694580078125,0.1044921875
313,0.3232421875,0.340576171875,0.336181640625
314,0.24334716796875,0.54168701171875,0.2149658203125
315,0.4390869140625,0.42730712890625,0.13360595703125
316,0.37237548828125,0.3082275390625,0.31939697265625
317,0.32525634765625,0.49127197265625,0.1834716796875
318,0.474609375,0.40185546875,0.12353515625
319,0.41357421875,0.26275634765625,0.32366943359375
320,0.3338623046875,0.2213134765625,0.44482421875
321,0.33929443359375,0.14990234375,0.51080322265625
322,0.23199462890625,0.73052978515625,0.0374755859375
323,0.12652587890625,0.42987060546875,0.443603515625
324,0.25384521484375,0.5167236328125,0.22943115234375
325,0.210205078125,0.55352783203125,0.23626708984375
326,0.3388671875,0.4158935546875,0.2452392578125
327,0.48382568359375,0.12506103515625,0.39111328125
328,0.209716796875,0.440673828125,0.349609375
329,0.30657958984375,0.418212890625,0.27520751953125
330,0.48175048828125,0.37554931640625,0.1427001953125
331,0.27386474609375,0.20947265625,0.51666259765625
332,0.15423583984375,0.5186767578125,0.32708740234375
333,0.17999267578125,0.794189453125,0.02581787109375
334,0.3372802734375,0.31536865234375,0.34735107421875
335,0.3411865234375,0.30865478515625,0.35015869140625
336,0.3516845703125,0.56475830078125,0.08355712890625
337,0.294677734375,0.584716796875,0.12060546875
338,0.20843505859375,0.49713134765625,0.29443359375
339,0.2637939453125,0.32464599609375,0.41156005859375
340,0.4346923828125,0.32000732421875,0.24530029296875
341,0.2919921875,0.3828125,0.3251953125
342,0.42596435546875,0.28167724609375,0.2923583984375
343,0.33502197265625,0.308349609375,0.35662841796875
344,0.36279296875,0.244873046875,0.392333984375
345,0.06378173828125,0.44573974609375,0.490478515625
346,0.14111328125,0.45062255859375,0.40826416015625
347,0.4093017578125,0.259521484375,0.3311767578125
348,0.42596435546875,0.34521484375,0.22882080078125
349,0.3594970703125,0.45489501953125,0.18560791015625
350,0.3642578125,0.2459716796875,0.3897705078125
351,0.23663330078125,0.37298583984375,0.390380859375
352,0.32305908203125,0.33807373046875,0.3388671875
353,0.391845703125,0.35498046875,0.253173828125
354,0.4036865234375,0.41741943359375,0.17889404296875
355,0.29010009765625,0.52752685546875,0.182373046875
356,0.24285888671875,0.56195068359375,0.1951904296875
357,0.16644287109375,0.58203125,0.25152587890625
358,0.2032470703125,0.642578125,0.1541748046875
359,0.176025390625,0.434814453125,0.38916015625
360,0.44378662109375,0.30926513671875,0.2469482421875
361,0.53759765625,0.31756591796875,0.14483642578125
362,0.1165771484375,0.48406982421875,0.39935302734375
363,0.39434814453125,0.38323974609375,0.222412109375
364,0.26605224609375,0.4678955078125,0.26605224609375
365,0.36187744140625,0.3946533203125,0.24346923828125
366,0.55352783203125,0.302001953125,0.14447021484375
367,0.3897705078125,0.247314453125,0.3629150390625
368,0.33984375,0.2703857421875,0.3897705078125
369,0.3096923828125,0.36669921875,0.3236083984375
370,0.2247314453125,0.5067138671875,0.2685546875
371,0.1639404296875,0.4716796875,0.3643798828125
372,0.21417236328125,0.36676025390625,0.4190673828125
373,0.381591796875,0.5299072265625,0.0885009765625
374,0.32757568359375,0.572509765625,0.09991455078125
375,0.28948974609375,0.317626953125,0.39288330078125
376,0.38128662109375,0.34625244140625,0.2724609375
377,0.380859375,0.4305419921875,0.1885986328125
378,0.23492431640625,0.4779052734375,0.28717041015625
380,0.256591796875,0.55908203125,0.184326171875
381,0.17388916015625,0.4798583984375,0.34625244140625
382,0.260498046875,0.26116943359375,0.47833251953125
383,0.2210693359375,0.28375244140625,0.49517822265625
384,0.64361572265625,0.32196044921875,0.034423828125
385,0.50457763671875,0.42999267578125,0.0654296875
386,0.4853515625,0.3740234375,0.140625
387,0.4256591796875,0.38848876953125,0.18585205078125
388,0.3927001953125,0.364501953125,0.2427978515625
389,0.3602294921875,0.31097412109375,0.32879638671875
390,0.53240966796875,0.314697265625,0.15289306640625
391,0.4940185546875,0.338134765625,0.1678466796875
392,0.1900634765625,0.5262451171875,0.28369140625
393,0.17578125,0.42803955078125,0.39617919921875
394,0.37127685546875,0.24237060546875,0.3863525390625
395,0.32879638671875,0.2730712890625,0.39813232421875
396,0.3614501953125,0.42822265625,0.2103271484375
397,0.3875732421875,0.4853515625,0.1270751953125
398,0.3978271484375,0.4259033203125,0.17626953125
399,0.2769775390625,0.348876953125,0.3741455078125
400,0.23895263671875,0.2904052734375,0.47064208984375
401,0.16387939453125,0.43853759765625,0.3975830078125
402,0.24005126953125,0.48284912109375,0.277099609375
403,0.47314453125,0.22393798828125,0.30291748046875
404,0.34954833984375,0.3236083984375,0.32684326171875
405,0.27398681640625,0.32928466796875,0.396728515625
406,0.31298828125,0.49407958984375,0.19293212890625
407,0.23089599609375,0.41644287109375,0.3526611328125
408,0.46893310546875,0.4337158203125,0.09735107421875
409,0.55340576171875,0.37396240234375,0.0726318359375
410,0.26800537109375,0.4747314453125,0.25726318359375
411,0.23077392578125,0.3800048828125,0.38922119140625
412,0.4779052734375,0.23211669921875,0.28997802734375
413,0.197265625,0.34112548828125,0.46160888671875
414,0.52734375,0.26336669921875,0.20928955078125
415,0.20416259765625,0.43951416015625,0.3563232421875
416,0.15338134765625,0.3568115234375,0.48980712890625
417,0.36920166015625,0.41497802734375,0.2158203125
418,0.388671875,0.4703369140625,0.1409912109375
419,0.344970703125,0.25408935546875,0.40093994140625
420,0.36529541015625,0.36090087890625,0.2738037109375
421,0.40118408203125,0.36773681640625,0.2310791015625
422,0.17120361328125,0.43109130859375,0.397705078125
423,0.43035888671875,0.261474609375,0.30816650390625
424,0.38922119140625,0.32568359375,0.28509521484375
425,0.36822509765625,0.29156494140625,0.3402099609375
426,0.04632568359375,0.52874755859375,0.4249267578125
427,0.07708740234375,0.40966796875,0.51324462890625
428,0.31866455078125,0.13128662109375,0.550048828125
429,0.345703125,0.41558837890625,0.23870849609375
430,0.3179931640625,0.3348388671875,0.34716796875
431,0.1285400390625,0.62445068359375,0.24700927734375
432,0.3009033203125,0.47357177734375,0.22552490234375
433,0.2589111328125,0.50970458984375,0.23138427734375
434,0.4100341796875,0.3739013671875,0.216064453125
435,0.03839111328125,0.75665283203125,0.2049560546875
436,0.37091064453125,0.3577880859375,0.27130126953125
437,0.223876953125,0.44329833984375,0.33282470703125
438,0.1214599609375,0.50537109375,0.3731689453125
439,0.201904296875,0.43701171875,0.361083984375
440,0.40838623046875,0.3875732421875,0.20404052734375
441,0.36383056640625,0.39324951171875,0.242919921875
442,0.33050537109375,0.41119384765625,0.25830078125
443,0.32415771484375,0.2012939453125,0.47454833984375
444,0.33160400390625,0.2686767578125,0.39971923828125
445,0.298583984375,0.22235107421875,0.47906494140625
446,0.51580810546875,0.41754150390625,0.066650390625
447,0.39752197265625,0.54656982421875,0.055908203125
448,0.3218994140625,0.46441650390625,0.21368408203125
449,0.28472900390625,0.5582275390625,0.15704345703125
450,0.3612060546875,0.36236572265625,0.27642822265625
451,0.4117431640625,0.32489013671875,0.26336669921875
452,0.30517578125,0.32135009765625,0.37347412109375
453,0.446533203125,0.1409912109375,0.4124755859375
454,0.3721923828125,0.33282470703125,0.29498291015625
455,0.364501953125,0.468994140625,0.16650390625
456,0.33123779296875,0.47845458984375,0.1903076171875
457,0.3741455078125,0.28167724609375,0.34417724609375
458,0.34881591796875,0.514404296875,0.13677978515625
459,0.3773193359375,0.436767578125,0.1859130859375
460,0.1844482421875,0.63134765625,0.1842041015625
461,0.42926025390625,0.36767578125,0.20306396484375
462,0.457275390625,0.415283203125,0.12744140625
463,0.14111328125,0.44879150390625,0.41009521484375
464,0.35546875,0.25933837890625,0.38519287109375
465,0.4349365234375,0.25439453125,0.3106689453125
466,0.2742919921875,0.40509033203125,0.32061767578125
467,0.298095703125,0.3431396484375,0.3587646484375
468,0.26171875,0.527587890625,0.210693359375
469,0.22308349609375,0.374267578125,0.40264892578125
470,0.568603515625,0.17425537109375,0.25714111328125
471,0.44873046875,0.38739013671875,0.16387939453125
472,0.57080078125,0.35455322265625,0.07464599609375
473,0.395263671875,0.3134765625,0.291259765625
474,0.17205810546875,0.6123046875,0.21563720703125
475,0.3533935546875,0.53717041015625,0.10943603515625
476,0.2684326171875,0.3629150390625,0.36865234375
477,0.3314208984375,0.339599609375,0.3289794921875
478,0.3714599609375,0.41607666015625,0.21246337890625
479,0.58111572265625,0.34161376953125,0.0772705078125
480,0.4173583984375,0.413330078125,0.1693115234375
481,0.442626953125,0.37548828125,0.181884765625
482,0.48089599609375,0.3829345703125,0.13616943359375
483,0.287353515625,0.44757080078125,0.26507568359375
484,0.11407470703125,0.47198486328125,0.4139404296875
485,0.31072998046875,0.5928955078125,0.09637451171875
486,0.48565673828125,0.39678955078125,0.1175537109375
487,0.292724609375,0.47955322265625,0.22772216796875
488,0.57257080078125,0.28985595703125,0.1375732421875
489,0.50927734375,0.29473876953125,0.19598388671875
490,0.51251220703125,0.392333984375,0.09515380859375
491,0.1129150390625,0.6337890625,0.2532958984375
492,0.3802490234375,0.478271484375,0.1414794921875
493,0.305419921875,0.43353271484375,0.26104736328125
494,0.279052734375,0.56414794921875,0.15679931640625
495,0.31585693359375,0.25518798828125,0.428955078125
496,0.15985107421875,0.6051025390625,0.23504638671875
497,0.39410400390625,0.5384521484375,0.06744384765625
498,0.53460693359375,0.3658447265625,0.09954833984375
499,0.60296630859375,0.2679443359375,0.12908935546875
500,0.36822509765625,0.57489013671875,0.056884765625
501,0.2889404296875,0.412353515625,0.2987060546875
502,0.329833984375,0.58978271484375,0.08038330078125
503,0.45574951171875,0.43585205078125,0.1083984375
504,0.41583251953125,0.4033203125,0.18084716796875
505,0.34613037109375,0.44866943359375,0.2052001953125
506,0.21673583984375,0.64447021484375,0.1387939453125
507,0.48858642578125,0.23687744140625,0.2745361328125
508,0.45587158203125,0.33673095703125,0.2073974609375
509,0.311279296875,0.3670654296875,0.3216552734375
510,0.2647705078125,0.3948974609375,0.34033203125
511,0.15594482421875,0.43707275390625,0.406982421875
512,0.554931640625,0.39532470703125,0.04974365234375
513,0.38458251953125,0.3555908203125,0.25982666015625
514,0.31109619140625,0.4544677734375,0.23443603515625
515,0.27923583984375,0.4661865234375,0.25457763671875
516,0.3370361328125,0.425048828125,0.2379150390625
517,0.258544921875,0.60528564453125,0.13616943359375
518,0.67559814453125,0.31378173828125,0.0106201171875
519,0.21697998046875,0.500732421875,0.28228759765625
520,0.16363525390625,0.551513671875,0.28485107421875
521,0.3067626953125,0.52801513671875,0.16522216796875
522,0.2728271484375,0.53411865234375,0.19305419921875
523,0.22552490234375,0.5322265625,0.24224853515625
524,0.443603515625,0.21014404296875,0.34625244140625
525,0.53912353515625,0.35772705078125,0.1031494140625
526,0.37237548828125,0.29815673828125,0.3294677734375
527,0.5714111328125,0.3798828125,0.0487060546875
528,0.3319091796875,0.43951416015625,0.22857666015625
529,0.59368896484375,0.24798583984375,0.1583251953125
530,0.15447998046875,0.49468994140625,0.350830078125
531,0.14910888671875,0.446533203125,0.40435791015625
532,0.229736328125,0.7266845703125,0.0435791015625
533,0.11895751953125,0.5,0.38104248046875
534,0.43408203125,0.4459228515625,0.1199951171875
535,0.57073974609375,0.333740234375,0.09552001953125
536,0.247314453125,0.47308349609375,0.27960205078125
537,0.17047119140625,0.45977783203125,0.3697509765625
538,0.19036865234375,0.3270263671875,0.48260498046875
539,0.277099609375,0.3052978515625,0.4176025390625
540,0.49822998046875,0.309326171875,0.19244384765625
541,0.451904296875,0.246337890625,0.3017578125
542,0.299072265625,0.2783203125,0.422607421875
543,0.3271484375,0.4639892578125,0.2088623046875
544,0.22369384765625,0.5621337890625,0.21417236328125
545,0.436279296875,0.28265380859375,0.28106689453125
546,0.5211181640625,0.26251220703125,0.21636962890625
547,0.4356689453125,0.2545166015625,0.309814453125
548,0.05828857421875,0.3565673828125,0.58514404296875
549,0.47705078125,0.40277099609375,0.12017822265625
550,0.25860595703125,0.383544921875,0.35784912109375
551,0.33349609375,0.5,0.16650390625
552,0.37017822265625,0.424072265625,0.20574951171875
553,0.73284912109375,0.230712890625,0.03643798828125
554,0.26031494140625,0.40106201171875,0.338623046875
555,0.5604248046875,0.09417724609375,0.34539794921875
556,0.31634521484375,0.39892578125,0.28472900390625
557,0.2962646484375,0.33648681640625,0.36724853515625
